PM2.5,PM10,NO2,SO2,CO,O3,AQI
35.24,194.95,20.38,41.87,7.54,118.4,163.6333333
144.62,114.25,56.79,6.45,9.14,175.11,319.1692308
17.32,174.08,21.2,31.46,9.59,129.39,149.72
99.04,40.65,43.84,36.13,4.09,165.47,227.8
50.92,108.3,48.64,17.95,3.48,176.86,221.1538462
148.92,82.08,93.04,27.17,2.24,58.3,322.4769231
115.23,177.91,37.96,34.93,8.63,25.89,281.7666667
84.58,50,73.04,47.01,9.55,51.53,179.6
92.82,80.86,64.78,37.23,1.18,183.06,237.0512821
82.34,56.68,57.66,36.48,7.3,24.84,172.1333333
17.27,148.17,55.11,46.6,6.01,130.99,145.761194
28.81,163.67,20.14,41.86,6.38,85.98,142.78
39.78,121.73,40.98,14.18,7.45,104.01,114.82
127.02,56.8,84.26,32.62,3.83,121.35,305.6307692
89.92,180.19,67.56,19.15,7.47,137.46,197.4
59.99,104.5,20.35,45.53,6.34,100.87,103.3333333
57.77,60.61,18,49.75,8.62,139.54,158.5223881
107.04,44.84,39.26,23.11,2.14,101.63,254.4666667
108.88,83.63,50.46,15.19,4.43,23.12,260.6
32.81,127.55,82.9,44.19,7.63,37.67,118.7
44.52,37.09,22.25,32.68,4.33,109.44,113.5970149
115.73,179.74,23.69,38.36,4.48,29.54,283.4333333
96.14,138.1,27.65,43.94,3.36,48.92,218.1333333
71.79,138.37,37.57,9.78,8.66,197.38,273.7692308
81.34,140.85,64.09,31.67,5.61,180.73,231.0769231
11.51,128.51,63.47,48.42,9.82,150.09,174.2686567
97.34,97.32,71.16,4.89,1.72,172.46,222.1333333
54.89,55.62,48.68,3.54,5.9,82.46,90.81666667
137.31,56.66,76.16,18.87,2.26,135.11,313.5461538
82.27,154.9,71.1,20.49,6.16,30.96,171.9
20.69,29.89,97.22,18.86,9.5,17.6,117.22
77.06,126.65,56.71,26.48,8.03,151.24,175.9850746
62.64,167.09,37.68,8.91,4.21,10.67,145.06
33.6,13.81,74.19,2.81,1.4,115.22,122.2238806
26.14,32.65,32.03,10.85,1.24,11.24,43.56666667
104.97,34.26,17.44,44.91,3.19,148.8,247.5666667
89.56,170.27,91.01,1.65,5.43,33.25,196.2
31.15,11.8,83.11,19.66,0.72,92.15,103.11
7.7,167.69,71,38.67,3.01,114.34,145.46
15.77,136.1,9.53,22.67,1.19,93.29,124.4
95.32,53.16,43.71,35.14,6.13,120.75,215.4
36.3,190.89,25.01,2.03,5.61,143.98,165.1492537
143.31,71.65,52.05,12.39,2.19,84.33,318.1615385
137.35,17.3,16.43,40.28,1.13,159.48,313.5769231
146,59.34,90.12,25.16,5.9,27.74,320.2307692
112.03,143.14,44.35,34.44,8.91,126.31,271.1
140.76,75.91,6.54,8.63,7.55,46.14,316.2
99.68,107.09,57.78,40.58,6.96,174.56,229.9333333
88.75,45.12,71.7,6.29,9.43,68.2,193.5
89.73,61.94,66.57,19.04,2.3,33.49,196.7666667
119.46,124.93,90.24,13.57,0.17,149.62,295.8666667
35.26,95.87,23.45,38.22,2.91,43.94,95.87
108.53,45.7,19.11,41.21,3.74,181.97,259.4333333
7.9,132.37,83.21,12.83,2.39,52.86,121.9133333
149.33,10.61,99.14,3.92,7.34,154.89,322.7923077
14.86,60.47,84.62,15.38,0.49,128.85,142.5671642
14.8,41.18,47.4,44.04,7.06,145.74,167.7761194
57.91,71.8,94.57,18.56,9.92,70.2,114.57
62.67,140.05,29.02,25.25,2.59,148.69,172.1791045
60.94,156.19,17.33,38.53,1.2,128.85,142.5671642
124.89,50.62,73.48,39.38,3.12,173.29,303.9923077
18.87,115.15,98.71,22.26,6.84,132.13,147.4626866
73.39,33.92,56.78,33.33,8.87,146.34,168.6716418
116.82,30.23,14.53,48.34,4.65,104.69,287.0666667
26.8,58.97,20.47,3.22,8.31,43.88,58.97
50.44,22.75,74.88,23.64,7.08,70.42,93.35
38.13,125.27,49.98,20.44,9.58,45.64,117.18
125.36,22.97,80.6,11.49,7.66,102.8,304.3538462
109.64,77.11,11.91,44.71,9.05,86.6,263.1333333
101.53,31.32,43.36,40.86,0.98,11.96,236.1
6.49,85.64,57.66,21.38,6.12,72.59,85.64
108.82,141.6,74.09,3.01,1.52,35.87,260.4
9.12,197.12,95.16,18.25,4.91,15.1,165.08
12.93,74.92,90.72,1.24,3.62,188.51,251.025641
70.37,134.76,57.02,47.59,8.25,152.98,178.5820896
124.87,77.32,14.68,1.54,6.21,191.87,303.9769231
30.27,40.73,65.94,28.39,1.16,29.89,82.175
26.22,40.47,59.12,29.62,0.55,118.13,126.5671642
68.61,60.08,12.73,24.4,5.67,124.78,136.4925373
106.5,189.85,90.73,10.29,5.89,39.66,252.6666667
137.02,154.47,57.63,28.56,5.35,75.77,313.3230769
31.58,133.87,26.96,38.8,8.15,79.7,122.9133333
103.35,151.31,98.51,46.11,4.4,157.31,242.1666667
25.59,24.64,47.9,26.2,9.33,68.35,68.35
14.35,192.48,86.94,37.09,2.39,119.52,161.9866667
62.68,170.2,85.95,20.99,8.71,126.57,147.1333333
10.6,64.93,76.81,27.95,7.62,11.15,95.7625
42.16,116.48,21.03,3.54,3.13,12.66,111.32
119.8,63.31,28.33,19.67,1.46,67.52,297
118.17,119.83,29.1,19.36,8.61,148.88,291.5666667
22.64,107.99,67.89,8.17,9.98,57.74,105.66
149.09,81.35,75.2,36.95,2.15,24.09,322.6076923
9.83,42.91,19.73,30.16,2.35,173.55,212.6666667
104.33,111.31,15.45,19.87,1.48,184.91,245.4333333
137.57,82.13,35.55,41.77,2.41,13.36,313.7461538
108.35,156.82,64.03,7.92,9.99,86.71,258.8333333
77.71,122.8,21.88,15.06,3.35,14.1,156.7
111.93,126.03,76.85,33.03,5.56,129.47,270.7666667
100.71,113.14,29.79,37.01,8.13,83.4,233.3666667
20.88,147.96,16.97,49.71,8.74,75.36,132.3066667
105.26,26.9,68.4,45.89,3.01,198.5,276.6410256
7.63,30.96,83.61,37.47,3.68,38.57,103.61
110,153.2,7.16,35.1,4.69,37.9,264.3333333
131.69,18.46,80.88,12.28,6.72,137.03,309.2230769
106.55,35.4,56.71,47.22,2.01,38.27,252.8333333
81.86,143.66,56.85,14.04,2.52,160.02,189.0895522
13.84,90.65,89.2,9.86,2.45,145.07,166.7761194
41.3,58.83,95.79,9.96,5.25,154.51,180.8656716
106.71,160.8,13.49,27.13,5.98,48.45,253.3666667
146.23,146.51,74.37,8.19,8.01,115.52,320.4076923
92.68,54.88,78.15,32.27,3.03,90.54,206.6
71.39,169.41,61.64,1.5,0.57,18.34,146.6066667
107.79,49.36,5.75,1.19,1.76,180.82,256.9666667
43.77,25.59,54.76,36.35,3.06,97.71,97.71
132.57,11.81,56.11,23.33,2.62,114.4,309.9
13.92,183.59,96.39,28.67,9.37,28.41,156.06
53.68,165.02,71.31,23.64,5.45,62.77,143.68
148.72,76.43,58.78,14.81,6.65,55.16,322.3230769
26.37,94.77,6.37,15.56,7.66,126.29,138.7462687
119.65,70.73,71.82,39.17,9.5,50.34,296.5
113.18,84.9,96.98,19.63,7.52,83.74,274.9333333
49.2,173.01,37.17,11.64,2.37,112.17,149.0066667
109.42,12.59,64.43,14.06,9.99,110.75,262.4
52.52,104.37,8.52,24.08,9.21,116.54,124.1940299
32.8,74.9,25.17,3.69,0.75,12.8,74.9
48.3,29.42,65.82,41.71,8.07,197.54,274.1794872
33.67,35.68,59.96,12.09,6.27,20.49,74.7
71.56,117.56,92.51,20.28,9.29,165.57,197.3731343
125.23,93.57,57.33,46.24,8.83,12.03,304.2538462
115.47,161.74,80.32,42.44,1.28,41.09,282.5666667
60.9,122.69,41.89,12.52,6.58,78.82,115.46
143.41,185,36.36,5.99,9.46,42.46,318.2384615
26.54,104.03,96.33,4.9,3.81,27.24,116.33
89.3,198.99,30.73,8.51,8.9,42.32,195.3333333
67.16,49.35,64.19,12.89,1.09,173.74,213.1538462
116.77,196.17,59.39,4.61,0.38,153.1,286.9
111.35,48.46,99.51,44.47,4.15,195.04,268.8333333
90.97,108.06,65.82,39.49,2.03,69.47,105.7066667
126.37,90.17,76.08,21.34,6.85,79.63,305.1307692
123.95,138.7,28.72,5.67,2.59,133.25,303.2692308
146.15,17.85,8.16,26.3,6.47,32.08,320.3461538
26.04,90.62,83.22,10.13,2.68,198.44,276.4871795
18.76,99.62,55.81,46.96,6.01,16.84,99.62
71.29,139.56,61.42,25.73,5.75,27.83,135.3
50.41,170.73,98.35,24.19,0.45,48.01,147.4866667
37.94,44.92,84.58,31.09,9.45,13.11,104.58
73.45,112.48,45.6,22.49,3.82,109.79,142.5
68.75,60.07,12.69,37.95,7.81,89.86,126.8333333
49.39,61.62,33.2,28.7,2.15,70.99,81.65
25.88,176.39,91,31.57,9.93,17.9,151.26
73.37,30.29,75.62,1.91,1.91,175.92,218.7435897
52.34,193.14,11.19,26.78,6.27,174.91,216.1538462
20.99,14.12,24.87,48.87,8.68,155.62,182.5223881
137.27,191.76,93.73,36.74,4.39,154.33,313.5153846
71.48,160.99,6.99,42.96,1.07,37,140.9933333
11.87,49.96,53.24,19.98,4.85,27.41,66.3
45.43,106.25,64.27,31.93,0.7,171.27,206.8205128
60.98,187.79,42.92,20.44,5.03,163,193.5373134
135.33,122.73,77.34,40.53,5.73,145.79,312.0230769
17.81,132.39,30.12,40.35,7.52,61.95,121.9266667
58.79,70.91,62.43,3.03,2.69,170.09,203.7948718
41.32,110.69,59.95,48.02,1.2,62.35,107.46
129.09,143.54,37.45,1.15,2.33,117.97,307.2230769
111.06,129.6,73.95,19.94,5.62,30.08,267.8666667
119.58,184.04,88.56,10.05,6.44,131.09,296.2666667
137.92,175.12,90.11,43.76,9.08,49.7,314.0153846
124.22,160.26,11.53,29.19,6.75,47.57,303.4769231
117,59.87,70.72,13.15,9.65,104.96,287.6666667
139.34,24.95,29.65,20.93,6.67,139.19,315.1076923
34.2,97.72,83.51,22.6,9.5,107.17,110.2089552
141.09,135.18,23.09,3.17,1.31,84.04,316.4538462
28.13,80.09,42.18,26.5,8.38,143.69,164.7164179
122.32,72.41,78.62,19.24,1.95,87.26,302.0153846
61.14,192.94,87.73,3.52,0.15,87.74,162.2933333
42.43,181.97,85.76,28.17,5.5,80.83,154.98
17.95,98.89,56.85,43.74,5.85,131.24,146.1343284
10.09,23.29,66.83,1.05,3.42,76.13,83.2875
23.81,71.05,19.34,24.91,9.2,63.7,71.05
65.49,187.02,49.6,35.24,2.67,193.55,263.9487179
90.68,119.44,18.05,40.4,8.6,78.67,113.2933333
125.94,67.64,85.13,27.03,1.57,192.87,304.8
40.05,116.86,98.4,25.51,3.07,49.26,118.4
41.27,186.58,86.66,7.94,9.64,125.91,158.0533333
38.47,192.05,7.01,13.73,8.38,79.87,161.7
72.55,121.72,20.62,18.57,9.76,70.66,139.5
45.52,76.36,83.68,2.03,1.71,59.95,103.68
34.15,83.94,36.82,8.19,9.16,127.73,140.8955224
102.01,113.01,86.82,15.24,3.85,123.02,237.7
67.54,177.43,52.35,32.59,0.15,184.32,240.2820513
90.65,152.99,76.55,27.14,6.21,118.26,135.66
13.34,118.92,22.1,8.88,4.96,147.36,170.1940299
140.02,140.05,88.35,4.7,2.31,30.77,315.6307692
57.78,151.9,78.37,10.33,5.11,148.66,172.1343284
43.19,195.1,59.75,15.38,9.23,138.43,163.7333333
57.5,182.13,10.12,5.98,5.33,82.65,155.0866667
109.51,45.6,53,24.62,2.51,116.26,262.7
114.93,193.22,58.33,42.05,6.77,163.67,280.7666667
117.39,96.55,79.07,10.02,4.87,66.41,288.9666667
22.87,179.96,24.94,39.1,3.52,120.41,153.64
135.85,22.89,6.55,31.23,7.62,93.76,312.4230769
16.43,189.69,74.95,21.59,5.56,133.28,160.1266667
56.64,14.95,66.71,41.56,1.08,102.12,102.6716418
52.94,116.83,94.85,22.83,3.49,130.96,145.7164179
145.32,23.08,87.05,14.76,2.48,26.78,319.7076923
103.66,161.56,50.31,36.14,7.1,87.84,243.2
42.15,104.51,67.68,15.63,6.56,79,103.34
63.85,161.19,98.49,29.43,8.46,186.96,247.0512821
36.07,164.04,6.66,18,6.6,37.79,143.0266667
95.27,119.18,19.28,29.63,0.41,15.27,215.2333333
86.19,75.71,18.15,38.67,4.92,93.98,184.9666667
67.4,179.93,64.3,12.32,0.6,30.44,153.62
40.57,33.43,87.02,17.3,5.53,131.24,146.1343284
28.04,96.98,92.82,38.55,7.41,160.8,190.2537313
142.05,170.25,50.79,5.67,6.53,107.63,317.1923077
131.8,185.39,25.65,42.25,7.15,109.65,309.3076923
126.55,103.11,24.8,24.18,9.23,84.72,305.2692308
17.43,183.11,7.89,17.43,5.45,159.98,189.0298507
126.34,48.14,83.24,47.53,3.62,68.29,305.1076923
101.79,185.03,74.35,15.45,3.02,92.99,236.9666667
31.26,117.55,39.19,2.12,3.4,53.67,112.0333333
111.71,66.1,46.48,17.58,1.74,98.81,270.0333333
65.09,38.38,41.45,43.77,4.36,106.29,114.6333333
61.67,118.65,32.77,39.58,4.8,172.45,209.8461538
73.45,99.94,83.02,35.55,8.95,62.49,142.5
126.56,15.6,90.17,17.86,4.26,120.71,305.2769231
129.38,185.78,7.15,3.33,4.02,14.55,307.4461538
82.75,155.09,63.46,18.81,6.99,116.33,173.5
61.9,61.08,8.86,4.66,1.9,61.57,104
37.96,40.1,32.09,48.27,7.83,84.42,84.42
127.72,64.86,26.81,29.05,2.7,173.54,306.1692308
29.16,127.29,7.49,27.07,7.57,110.19,118.5266667
34.8,57.94,10.01,46.16,2.01,117.98,126.3432836
56.22,59.63,82.47,7.03,0.79,179.33,227.4871795
100.19,116.95,94.51,12.59,4.87,115.92,231.6333333
9.27,131.81,49.17,49.07,2.15,12.05,121.54
123.58,178.78,33.21,32.55,3.15,146.47,302.9846154
51.3,171.61,70.2,10.64,6.87,131.24,148.0733333
149.35,24.47,66.82,5.61,2.17,153.16,322.8076923
105.2,45.07,8.77,18,2.16,40.75,248.3333333
50.45,95.91,37.7,17.75,8.75,28.81,95.91
83.67,155.83,81.82,42.84,7.2,198.02,275.4102564
142.08,188.48,84.6,26.62,5.64,80.05,317.2153846
42.39,84.15,24.82,45.99,0.41,61.13,84.15
137.19,117.24,10.04,37.74,3.01,159.67,313.4538462
125.29,141.5,10.9,44.08,6.74,182.6,304.3
67.14,189.91,32.78,32.04,3.46,196.43,271.3333333
51.89,180.08,99.99,20.73,0.46,167.62,200.4328358
52.51,119.89,18.82,11.16,4.04,16.87,113.5933333
21.3,65.35,54.23,20.31,4.22,69.5,69.5
49.52,64.81,76.46,25.48,8.74,103.89,105.3134328
133.81,37.7,58.55,12.31,9.45,34.58,310.8538462
61.44,163.88,23.16,8.81,3.92,89.55,142.92
77.96,183.4,91.1,46.55,1.46,124.61,157.5333333
146.63,68.42,35.49,1.87,1.71,177.7,320.7153846
113.55,136.3,45.68,38.37,9.48,58.97,276.1666667
14.02,136.11,27.51,31.46,6.44,124.86,136.6119403
88.31,23.63,91.56,41.33,4.42,37.2,192.0333333
80.1,45.67,82.98,37.39,7.13,190.41,255.8974359
51.38,148.83,61.88,25.81,5.51,30.91,132.8866667
88.15,74.48,62.38,32.89,0.32,146.09,191.5
122.7,94.48,75.75,20.26,1.92,138.13,302.3076923
71.15,179.1,32.47,35.8,0.88,129.4,153.0666667
30.42,98.28,17.66,44.91,6.48,33.42,98.28
143.44,128.04,80.84,27.83,8.69,112.14,318.2615385
47.35,95.79,52.28,36.29,4.09,95.55,95.79
130.69,192.63,21.2,22.83,7.13,99.99,308.4538462
54.66,167.59,24.9,16.28,3.92,71.35,145.3933333
28.79,134.75,96.23,12.66,2.82,160.89,190.3880597
67.7,139.2,28.43,38.1,6.03,110.17,126.4666667
143.67,45.46,9.53,41.86,2.38,98.58,318.4384615
13.93,66.18,81.83,33.81,4.55,50.94,101.83
8.68,13.64,77.08,33.33,9.84,152.71,178.1791045
126.8,60.11,6.54,39.57,6.01,45.09,305.4615385
62.59,38.76,41.47,23.96,1.24,188.31,250.5128205
135.5,130.14,43.81,35.33,5.65,189.3,312.1538462
35.19,98.91,96.89,12.8,6.31,41.64,116.89
47.43,16.88,43.18,8.48,4.07,117.5,125.6268657
15.09,110.74,42.5,31,6.8,152.11,177.2835821
65.84,167.43,44.56,36.13,9.23,131.89,147.1044776
23.93,49.69,81.65,42.48,3.3,100.61,101.65
8.94,156.6,46.62,31.52,3.91,56.43,138.0666667
32.54,191.18,88.43,48.14,2.06,90.53,161.12
71.19,96.69,50.02,15.58,8.62,163.68,194.5522388
97.5,133.68,57.72,13.25,9.84,60.81,222.6666667
27.89,38.01,44.92,11.46,6.03,40.83,55.9
122.54,85.36,74.59,28.42,0.16,138.6,302.1846154
55.69,27.4,32.35,7.9,2.36,110.89,115.761194
89.35,37.43,9.35,39.5,3.46,62.44,195.5
10.71,75.06,26.38,21.17,3.5,77.66,77.66
69.64,14.39,65.5,2.28,6.2,41.96,129.8
90.69,18.43,67.94,44.3,1.02,111.91,117.2835821
28.52,23.53,5.78,36.03,5.6,153.38,179.1791045
37.94,43.11,53.15,41.55,5.14,139.51,158.4776119
82.39,172.68,71.75,40.61,9.98,155.08,181.7164179
137.47,161.49,74.26,5.43,0.24,157.14,313.6692308
70.32,196.45,23.24,10.4,5.29,88.93,164.6333333
143.11,183.59,66.05,41.61,5.72,181.74,318.0076923
132.77,157.51,6.34,7.43,3.53,94.03,310.0538462
49.6,150.55,31.48,11.35,9.82,167.14,199.7164179
26.59,93.29,40.64,29.99,2.93,27.33,93.29
108.62,67.25,85.05,49.34,9.72,60.75,259.7333333
12.32,35.22,70.68,7.05,5.33,188.99,252.2564103
143.53,75.87,69.89,48.09,5.4,38.77,318.3307692
17.04,74.8,39.19,35.21,5.54,144.34,165.6865672
63.33,64.71,58.14,5.29,8.59,173.39,212.2564103
136.64,98.21,12.67,25.9,9.08,67.5,313.0307692
65.72,30.49,73.43,11.23,4.78,172.03,208.7692308
96.97,99.43,12.65,39.66,0.88,172.69,220.9
87.56,48.75,72.25,43.66,8.73,67.22,189.5333333
21.71,199.16,73.7,24.1,6.95,70.49,166.44
84.56,124.75,72.8,10.82,6.91,162.71,193.1044776
77.13,21.32,78.26,32.05,1.93,48.05,154.7666667
81.18,148.43,40.85,14.37,7.31,109.21,168.2666667
105.2,79.33,84.3,7.54,6.6,137.39,248.3333333
103.02,149.28,17.33,12.17,7.74,24.74,241.0666667
138.02,155.94,88.55,34.98,6.26,129.51,314.0923077
127.61,110.99,32.3,33.13,8.88,155.95,306.0846154
136.69,185.08,16.42,47.1,1.87,120.37,313.0692308
6.29,134.2,23.92,40.57,8.11,28.86,123.1333333
146.05,127.31,64.44,4.8,9.27,81.75,320.2692308
88.27,79.72,19.87,14.41,6.24,110.21,191.9
114.3,128.88,51.62,5.31,0.83,63.45,278.6666667
116.71,169.5,56.41,36.9,3.69,15.66,286.7
5.6,93.25,48.27,6.02,6.46,173.21,211.7948718
122.62,157.93,99.03,24.14,9.45,195.24,302.2461538
51.63,47.98,54.81,16.44,2.98,17.52,85.38333333
60.34,182.25,97.73,49.26,9.22,117.35,155.1666667
110.96,106.01,23.29,22.65,1.66,167.74,267.5333333
106.36,197.76,31.12,20.02,0.92,70.92,252.2
129.73,105.77,27.23,1.76,4.39,66.63,307.7153846
75.72,10.07,24.8,10.77,3.3,178.83,226.2051282
81.05,44.91,62.31,40.81,1.81,104.47,167.8333333
131.35,146.39,31.54,46.15,1.28,157.35,308.9615385
62.2,65.17,64.25,45.28,2.34,51.79,105
47.19,59.72,93.3,4.19,3.67,42.94,113.3
144.06,32.98,31.81,29.73,9.62,130.37,318.7384615
121.82,157.3,56.1,7.51,3.5,84.3,301.6307692
59.2,78.85,88.91,39.99,5.57,120.09,129.4925373
130.17,111.53,41.9,33.89,6.69,115.47,308.0538462
45.84,127.38,65.49,47.17,6.76,150.59,175.0149254
127.21,153.65,97.14,22.41,3.15,133.29,305.7769231
25.26,92.48,7.01,33.28,5.93,162.95,193.4626866
31.47,100.03,69.92,10.99,2.71,126.65,139.2835821
121.04,158.39,54.63,22.38,3.91,128.95,301.0307692
143.97,97.39,91.96,44.34,5.49,186.94,318.6692308
114.25,77.72,13.1,2.23,3.67,124.73,278.5
133.26,41.12,65.25,43.9,9.37,28.6,310.4307692
126.67,45.98,83.55,15.71,5.42,180.62,305.3615385
122.99,149.96,11.15,29.28,7.4,198.96,302.5307692
149.28,101.83,24.82,26.57,6.84,85.2,322.7538462
131.74,76.67,61,37.27,6.67,139.33,309.2615385
143.33,38.73,75.13,47.52,9.81,115.13,318.1769231
98.37,101.85,47.59,40.79,2.68,101.44,225.5666667
98.36,144.78,47.12,45.65,2.27,111.65,225.5333333
77.6,75.69,33.09,32.92,9.16,86.81,156.3333333
72.33,185.12,44.27,24.22,2.93,189.36,253.2051282
5.08,155.69,69.99,31.76,9.53,167.57,200.358209
69.96,169.3,55.63,26.68,1.92,142.95,163.6119403
38.59,74.96,84.13,20.76,0.85,132.92,148.641791
137.3,114.99,61.23,44.23,6.44,174.2,313.5384615
21.34,88.24,74.62,13.83,2.69,181.62,233.3589744
15.59,67.46,49.04,12.67,5.89,15.45,67.46
101.2,18.57,77.38,20.31,4.12,160.74,235
126.77,170.34,84.58,35.88,6.97,118.9,305.4384615
148.69,123.68,66.51,29.6,9.82,45.85,322.3
112.44,97.43,48.3,17.28,5.15,193.13,272.4666667
135.57,178.79,9.95,41.7,2.78,178.09,312.2076923
118.71,64.86,93.8,2.71,5.7,78.73,293.3666667
44.72,192.88,39.04,29.66,4.3,81.69,162.2533333
111.82,66.07,25.48,44.55,6.71,33.27,270.4
92.46,89.94,76.23,28.58,1.27,110.58,205.8666667
97.39,174.93,17.3,28.46,1.57,126.19,222.3
88.36,84.03,82.78,10.09,7.61,70.79,192.2
140.43,165.96,42.78,29.71,4.45,174.55,315.9461538
25.98,10.35,44.67,36.43,2.6,21.4,55.5875
15.88,16.19,56.16,15.32,6.54,73.39,73.39
26.41,189.41,19.7,4.55,3.09,116.71,159.94
66.96,72.08,94.35,14.47,9.39,42.32,120.8666667
117.45,17.72,32.12,37.63,9.41,190.43,289.1666667
52.63,45.81,62.19,32.68,7.55,89.59,89.59
80.68,105.13,10.02,12.98,0.58,39.72,166.6
27.02,156.14,12.28,33.94,9.35,28.2,137.76
34.6,96.43,50.54,11.29,9.74,156.38,183.6567164
124.49,184.5,72.08,44.32,9.06,196.98,303.6846154
41.64,25.72,71.95,5.63,5.03,63.72,89.6875
94.11,62.83,26.15,1.42,6.4,165.83,211.3666667
41.79,139.45,93.43,2.51,0.87,127.56,140.641791
51.17,72.25,32.68,22.58,5.73,192.77,261.9487179
91.34,10.44,79.85,39.22,8.3,40.9,202.1333333
54.66,23.73,78.39,45.49,8.74,51.25,97.7375
7.22,82.7,62.43,11.33,6.79,188.84,251.8717949
118.06,54.84,48.44,29.44,0.59,89.93,291.2
35.17,170.45,35.85,18.87,2.2,143.24,164.0447761
68.81,194.5,56.74,28.54,9.18,43.57,163.3333333
90.52,45.77,64.93,2.21,6.18,39.86,80.9125
136.53,165.29,95.6,7.14,1.44,84.3,312.9461538
82.28,98.04,79.45,5.66,5.81,177.26,222.1794872
77.91,96.6,73.2,16.86,6.33,197.04,272.8974359
103.07,56.81,63.34,27,1.68,190.62,256.4358974
125.81,102.58,28.63,15.51,5.87,121.54,304.7
125.78,77.08,46.06,11.7,1.05,189.29,304.6769231
7.36,114.22,15.69,37.15,4.06,33.06,109.8133333
69.34,189.09,92.59,36.05,8.13,166.76,199.1492537
123.87,148.07,29.7,25.23,2.77,49.81,303.2076923
30.81,18.83,42.85,7.95,7.84,70.69,70.69
69.68,78.68,44.83,16.31,0.55,177.91,223.8461538
64.58,185.77,33.02,14.06,8.38,164.27,195.4328358
70.77,163.28,39.92,46.1,9.6,129.62,143.7164179
44.7,11.61,74.55,10.67,7.69,186.27,245.2820513
73.21,125.4,85.32,49.98,6.04,139.64,158.6716418
85.62,35.5,79.66,22.44,4.56,115.13,183.0666667
104.97,26.87,94.76,27.22,9.42,47.66,247.5666667
88.99,93.67,27.81,29.84,8.58,62.23,194.3
22.33,14.74,12.59,7.26,7.31,191.93,259.7948718
145.24,14.64,79.21,36.26,0.66,159.27,319.6461538
62.1,99.63,77.42,46.36,5.07,68.47,104.6666667
128.72,162.03,92.79,36.83,8.23,165.2,306.9384615
85.39,58.29,84.15,44.49,7.08,145.93,182.3
98.87,136.48,54.72,21.89,8.77,43.46,227.2333333
112.24,11.02,66.72,1.72,3.64,61.96,271.8
73.69,55.82,39.67,27.09,3.5,49.25,143.3
101.31,159.08,97.94,30.47,2.62,33.36,235.3666667
55.62,57.66,75.67,37.61,2.58,167.19,199.7910448
146.36,115.31,93.66,29.62,9.84,166.94,320.5076923
96.06,58.69,23.73,20.43,5.37,188.59,251.2307692
76,72.11,60.87,9.63,4.06,182.52,235.6666667
142.92,24.7,47.06,8.49,8,198.28,317.8615385
39.28,75.88,50.8,19.75,4.53,164.26,195.4179104
54.24,19.98,28.37,43.31,2.87,81.42,89.73333333
81.82,52.87,60.87,35.69,5.03,102.16,170.4
59.46,171.85,56.5,5.61,6.49,114.47,148.2333333
86.91,67.74,70.55,48.64,7,84.62,187.3666667
6.88,14.93,77.45,34.28,4.17,164.56,195.8656716
32.12,101.82,68.08,8.63,5.78,152.54,177.9253731
33.86,138.02,88.98,32.27,0.12,12.55,125.68
55.24,199.33,70.66,42.41,8.39,147.31,170.119403
97.35,103.58,62.91,41.62,3.94,53.49,222.1666667
72.59,106.79,15.19,20.55,9.76,175.57,217.8461538
94.89,182.4,75.05,27.99,6.62,159.47,213.9666667
73.19,176.01,16.88,27.45,8.86,198.6,276.8974359
74.46,186.34,6.39,11.82,2.13,147.04,169.7164179
27.94,40.18,5.12,30.65,1.1,99.9,99.9
133.63,126.27,93.01,40.67,5.5,127.8,310.7153846
8.06,96.81,20.74,29.79,2.93,130.55,145.1044776
111.92,32.08,7.95,37.45,9.43,45.77,270.7333333
46.46,95.54,5.62,35.12,1.63,155.82,182.8208955
115.46,129.83,11.33,3.99,9.37,43.53,282.5333333
93.84,68.02,41.17,18.28,7.87,193.53,263.8974359
18.4,57.45,99.81,7.23,1.32,65.78,119.81
58.95,19.45,16.19,16.57,0.73,137.82,155.9552239
97.14,191.9,90.91,29.7,7.89,187.01,247.1794872
51.95,26.18,12.5,47.27,7.88,157.48,185.2985075
17.26,177.47,50.6,44.75,0.7,193.28,263.2564103
91.52,101.07,95.02,22.77,7.72,54.28,202.7333333
11.16,156.69,67.88,43.61,4.43,55.98,138.1266667
16.1,165.81,34.28,46.59,1.37,149.48,173.358209
91.01,134.79,96.97,27.53,5.14,114.36,201.0333333
126,23.14,58.41,37.3,7.4,20.25,304.8461538
94.59,168.43,70.54,17.53,1.28,192.7,261.7692308
79.81,133.19,84.54,20.38,4.88,73.2,163.7
96.68,191.5,15.82,16.29,3.07,112.2,219.9333333
96.46,10.56,61.61,49.88,2.86,89.25,219.2
57.94,15.57,42.42,7.46,9.95,192.11,260.2564103
31.76,101.43,59.46,12.72,9.49,44.32,101.2866667
53.4,94,18.96,5.37,1.12,49.28,94
86.89,133.24,67.66,12.67,2.98,53.93,187.3
26.77,52.08,48.29,13.14,7.67,94.26,94.26
36.27,19.46,37.29,36.38,0.23,128.93,142.6865672
77.67,32.23,37.16,29.39,2.96,50.11,156.5666667
61,139.24,29.8,10.23,7.41,10.16,126.4933333
13.03,31.69,68.15,47.1,2.97,94.61,94.61
138.65,119.72,33.23,27.7,0.93,13.96,314.5769231
59.4,115.34,74.02,24.11,8.88,157.2,184.880597
81.16,198.42,10.11,25.04,2.99,42.46,168.2
63.37,119.53,65.31,25.23,2.83,154.74,181.2089552
144.84,23.41,92.76,4.75,2.05,100.89,319.3384615
